Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name
EAI,ENTERGY AR INC/1ST MTG BD 4.875% SE,USD,New York Stock Exchange,NYSE,America/New_York
EARN,Ellington Residential Mortgage REIT,USD,New York Stock Exchange,NYSE,America/New_York
EARS,Auris Medical Holding AG,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EAST,Eastside Distilling Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EAT,"Brinker International, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EB,Eventbrite Inc,USD,New York Stock Exchange,NYSE,America/New_York
EBAY,eBay Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EBAYL,EBAY 6 NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EBF,"Ennis, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EBIX,Ebix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EBMT,Eagle Bancorp Montana Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EBR,CENTRAIS ELETRI/S ADR,USD,New York Stock Exchange,NYSE,America/New_York
EBR.B,CENTRAIS ELETRI/S ADR,USD,New York Stock Exchange,NYSE,America/New_York
EBS,Emergent Biosolutions Inc,USD,New York Stock Exchange,NYSE,America/New_York
EBSB,Meridian Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EBTC,"Enterprise Bancorp, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EC,Ecopetrol SA,USD,New York Stock Exchange,NYSE,America/New_York
ECA,Encana Corp,USD,New York Stock Exchange,NYSE,America/New_York
ECCA,EAGLE POINT CR/PFD SER A 7.75%,USD,New York Stock Exchange,NYSE,America/New_York
ECCB,EAGLE POINT CR/7.75% RED PFD SH S,USD,New York Stock Exchange,NYSE,America/New_York
ECCX,EAGLE POINT CREDIT 6.6875 NTS,USD,New York Stock Exchange,NYSE,America/New_York
ECCY,EAGLE POINT CREDIT COMPANY 6.75 NTS,USD,New York Stock Exchange,NYSE,America/New_York
ECHO,"Echo Global Logistics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ECL,Ecolab Inc.,USD,New York Stock Exchange,NYSE,America/New_York
ECOL,US Ecology Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ECOM,ChannelAdvisor Corp,USD,New York Stock Exchange,NYSE,America/New_York
ECOR,Electrocore,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ECPG,"Encore Capital Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ECR,Eclipse Resources Corp,USD,New York Stock Exchange,NYSE,America/New_York
ECT,Eca Marcellus Trust I,USD,New York Stock Exchange,NYSE,America/New_York
ED,"Consolidated Edison, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EDAP,Edap Tms SA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EDBI,LEGG MASON ETF/EMERGING MKTS DIVSF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EDGE,Edge Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EDIT,Editas Medicine Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EDN,Empresa Distribuidora y Cmrz Nrt SA,USD,New York Stock Exchange,NYSE,America/New_York
EDNT,Edison Nation Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EDRY,EuroDry Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EDTX,EDTECHX HOLDING/SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EDU,New Oriental Education & Tech Grp,USD,New York Stock Exchange,NYSE,America/New_York
EDUC,Educational Development Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EE,El Paso Electric Company,USD,New York Stock Exchange,NYSE,America/New_York
EEFT,"Euronet Worldwide, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EEI,Ecology and Environment,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EEMA,ISHARES INC/MSCI EMERGING MKTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EEX,Emerald Expositions Events Inc,USD,New York Stock Exchange,NYSE,America/New_York
EFAS,GLB X FUNDS/MSCI SUPERDIVIDEND,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EFBI,Eagle Financial Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EFC,Ellington Financial,USD,New York Stock Exchange,NYSE,America/New_York
EFII,"Electronics For Imaging, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EFOI,Energy Focus Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EFSC,Enterprise Financial Services Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EFX,Equifax Inc.,USD,New York Stock Exchange,NYSE,America/New_York
EGAN,eGain Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EGBN,"Eagle Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EGHT,"8x8, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EGLE,Eagle Bulk Shipping Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EGO,Eldorado Gold Corp,USD,New York Stock Exchange,NYSE,America/New_York
EGOV,NIC Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EGP,Eastgroup Properties Inc,USD,New York Stock Exchange,NYSE,America/New_York
EGRX,Eagle Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EGY,"VAALCO Energy, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EHC,Encompass Health Corp,USD,New York Stock Exchange,NYSE,America/New_York
EHIC,Ehi Car Services Ltd,USD,New York Stock Exchange,NYSE,America/New_York
EHTH,"eHealth, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EIDX,Eidos Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EIG,"Employers Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EIGI,Endurance International Group Hldgs Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EIGR,Eiger Biopharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EIX,Edison International,USD,New York Stock Exchange,NYSE,America/New_York
EKSO,Ekso Bionics Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EL,Estee Lauder Companies Inc,USD,New York Stock Exchange,NYSE,America/New_York
ELC,ENTRGY LOUISN COL SRS 4.875 MRT BND,USD,New York Stock Exchange,NYSE,America/New_York
ELF,e.l.f. Beauty Inc,USD,New York Stock Exchange,NYSE,America/New_York
ELGX,"Endologix, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ELJ,Entergy Louisiana LLC 5.25% Debenture Ser. 5.25%,USD,New York Stock Exchange,NYSE,America/New_York
ELLI,Ellie Mae Inc,USD,New York Stock Exchange,NYSE,America/New_York
ELOX,Eloxx Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ELP,Companhia Paranaense de Energia ADR Class B,USD,New York Stock Exchange,NYSE,America/New_York
ELS,"Equity Lifestyle Properties, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ELSE,"Electro-Sensors, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ELTK,Eltek,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ELU,Entergy Louisiana LLC 4.70% Debenture Series Exp,USD,New York Stock Exchange,NYSE,America/New_York
ELVT,Elevate Credit Inc,USD,New York Stock Exchange,NYSE,America/New_York
ELY,Callaway Golf Co,USD,New York Stock Exchange,NYSE,America/New_York
EMB,ISHARES TR/JPMORGAN USD EMERGI,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMCB,WISDOMTREE TR/WISDOMTREE EMERGING,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMCF,Emclaire Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMCG,WISDOMTREE TR/EMERGING MKTS CONSU,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMCI,EMC Insurance Group Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EME,Emcor Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
EMES,Emerge Energy Services LP,USD,New York Stock Exchange,NYSE,America/New_York
EMIF,ISHARES TR/EMERGING MKTS INFRA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMKR,EMCORE Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EML,Eastern Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMMS,Emmis Communications Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EMN,Eastman Chemical Company,USD,New York Stock Exchange,NYSE,America/New_York
EMP,ENTERGY MISSISSIPP  MRTGAG 4.9 BONDS,USD,New York Stock Exchange,NYSE,America/New_York
EMR,Emerson Electric Co.,USD,New York Stock Exchange,NYSE,America/New_York
EMXC,ISHARES INC/MSCI EMERGING MKTS EX C,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENB,Enbridge Inc,USD,New York Stock Exchange,NYSE,America/New_York
ENBA,ENBRIDGE 6.375 FD SRS 2018 B SUB NTS,USD,New York Stock Exchange,NYSE,America/New_York
ENBL,Enable Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
ENDP,Endo International PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENFC,Entegra Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENG,ENGlobal Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENIA,Enel Americas SA,USD,New York Stock Exchange,NYSE,America/New_York
ENIC,Enel Chile SA - ADR,USD,New York Stock Exchange,NYSE,America/New_York
ENJ,ENTERGY NEW 5.0% SRS FRST MORT BDS,USD,New York Stock Exchange,NYSE,America/New_York
ENLC,EnLink Midstream LLC,USD,New York Stock Exchange,NYSE,America/New_York
ENO,ENTERGY NEW ORLEANS PRF,USD,New York Stock Exchange,NYSE,America/New_York
ENPH,Enphase Energy Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENR,Energizer Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
ENS,EnerSys,USD,New York Stock Exchange,NYSE,America/New_York
ENSG,"The Ensign Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENT,Global Eagle Entertainment Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENTA,Enanta Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENTG,Entegris Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENTX,Entera Bio Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ENV,Envestnet Inc,USD,New York Stock Exchange,NYSE,America/New_York
ENVA,Enova International Inc,USD,New York Stock Exchange,NYSE,America/New_York
ENZ,"Enzo Biochem, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ENZL,ISHARES TR/MSCI NEW ZEALAND ET,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EOG,EOG Resources Inc,USD,New York Stock Exchange,NYSE,America/New_York
EOLS,Evolus Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EP-C,EL PASO ENERGY CAPITL 4.75% CNV PRF,USD,New York Stock Exchange,NYSE,America/New_York
EPAM,EPAM Systems Inc,USD,New York Stock Exchange,NYSE,America/New_York
EPAY,Bottomline Technologies,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EPC,Edgewell Personal Care Co,USD,New York Stock Exchange,NYSE,America/New_York
EPD,Enterprise Products Partners L.P.,USD,New York Stock Exchange,NYSE,America/New_York
EPE,Enterprise GP Holdings L.P.  common stock,USD,New York Stock Exchange,NYSE,America/New_York
EPIX,ESSA Pharma Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EPR,EPR Properties,USD,New York Stock Exchange,NYSE,America/New_York
EPR-C,EPR Properties Series C Conv. Pref Stock,USD,New York Stock Exchange,NYSE,America/New_York
EPR-E,EPR Properties Preferred Stock-E,USD,New York Stock Exchange,NYSE,America/New_York
EPR-G,EPR PRPRTS 5 75 SRS G CUM RED PRF,USD,New York Stock Exchange,NYSE,America/New_York
EPRT,Essential Properties Realty Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York
EPZM,Epizyme Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EQ,Equillium Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EQBK,Equity BancShares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EQC,Equity Commonwealth,USD,New York Stock Exchange,NYSE,America/New_York
EQC-D,Equity Commonwealth Conv. Pref. Shrs Series D,USD,New York Stock Exchange,NYSE,America/New_York
EQH,AXA Equitable Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
EQIX,Equinix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EQM,EQM Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
EQNR,Equinor ASA,USD,New York Stock Exchange,NYSE,America/New_York
EQR,Equity Residential,USD,New York Stock Exchange,NYSE,America/New_York
EQRR,PROSHARES TR/EQ FOR RISING RATES,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EQS,"Equus Total Return, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EQT,EQT Corporation,USD,New York Stock Exchange,NYSE,America/New_York
ERA,Era Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
ERF,Enerplus Corp,USD,New York Stock Exchange,NYSE,America/New_York
ERI,Eldorado Resorts Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ERIC,Telefonaktiebolaget LM Ericsson,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ERIE,Erie Indemnity Company Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ERII,"Energy Recovery, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ERJ,Embraer SA,USD,New York Stock Exchange,NYSE,America/New_York
EROS,Eros International plc,USD,New York Stock Exchange,NYSE,America/New_York
ERYP,Erytech Pharma SA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ES,Eversource Energy,USD,New York Stock Exchange,NYSE,America/New_York
ESBK,Elmira Savings Bank,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESCA,"Escalade, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESE,ESCO Technologies Inc.,USD,New York Stock Exchange,NYSE,America/New_York
ESEA,Euroseas Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESGD,ISHARES TR/ESG MSCI EAFE ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESGE,ISHARES INC/MSCI EM ESG SELECT,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESGG,FLEXSHARES TR/STOXX GLB ESG IMPAC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESGR,Enstar Group Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESGRO,ENSTAR GRP LTD/DEPOSITARY SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESGRP,ENSTAR GROUP DS REP 1 1000 SRS D PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESGU,ISHARES TR/ESG MSCI USA ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESL,Esterline Technologies Corporation,USD,New York Stock Exchange,NYSE,America/New_York
ESLT,Elbit Systems Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESNT,Essent Group Ltd,USD,New York Stock Exchange,NYSE,America/New_York
ESPR,Esperion Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESQ,Esquire Financial Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESRT,Empire State Realty Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York
ESS,Essex Property Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York
ESSA,"ESSA Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESTA,Establishment Labs Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESTC,Elastic NV,USD,New York Stock Exchange,NYSE,America/New_York
ESTE,Earthstone Energy Inc,USD,New York Stock Exchange,NYSE,America/New_York
ESTR,Estre Ambiental Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ESV,ENSCO PLC,USD,New York Stock Exchange,NYSE,America/New_York
ESXB,Community Bankers Trust Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ET,Energy Transfer LP Unit,USD,New York Stock Exchange,NYSE,America/New_York
ETFC,E*TRADE Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ETH,Ethan Allen Interiors Inc.,USD,New York Stock Exchange,NYSE,America/New_York
ETM,Entercom Communications Corp.,USD,New York Stock Exchange,NYSE,America/New_York
ETN,Eaton Corporation PLC,USD,New York Stock Exchange,NYSE,America/New_York
ETON,Eton Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ETP-C,ENRGY TRNSFR OPERT SRS C CUM RED PRF,USD,New York Stock Exchange,NYSE,America/New_York
ETP-D,ENERGY TRANSFER/UT LTD PARTN INT S,USD,New York Stock Exchange,NYSE,America/New_York
ETR,Entergy Corporation,USD,New York Stock Exchange,NYSE,America/New_York
ETRN,Equitrans Midstream Corp,USD,New York Stock Exchange,NYSE,America/New_York
ETSY,Etsy Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ETTX,Entasis Therapeutics Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EUFN,ISHARES TR/MSCI EUROPE FINL SE,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EURN,Euronav NV,USD,New York Stock Exchange,NYSE,America/New_York
EV,Eaton Vance Corp,USD,New York Stock Exchange,NYSE,America/New_York
EVA,Enviva Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
EVBG,Everbridge Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVC,Entravision Communication,USD,New York Stock Exchange,NYSE,America/New_York
EVER,EverQuote Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVFM,Evofem Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVGBC,EATON VANCE NEX/GLB IN BLDR NEXTSHA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVGN,Evogene Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVH,Evolent Health Inc,USD,New York Stock Exchange,NYSE,America/New_York
EVK,Ever-Glory International Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVLMC,EATON VANCE NEX/TABS 5 TO 15 YR LAD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVLO,Evelo Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVLV,EVINE Live Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVOK,Evoke Pharma Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVOL,Evolving Systems Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVOP,EVO Payments Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVR,Evercore Inc,USD,New York Stock Exchange,NYSE,America/New_York
EVRG,Evergy Inc,USD,New York Stock Exchange,NYSE,America/New_York
EVRI,Everi Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
EVSTC,EATON VANCE NEX/STK NEXTSHARES,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EVTC,Evertec Inc,USD,New York Stock Exchange,NYSE,America/New_York
EW,Edwards Lifesciences Corp,USD,New York Stock Exchange,NYSE,America/New_York
EWBC,"East West Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EWZS,ISHARES TR/MSCI BRAZIL SM CAP,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXAS,EXACT Sciences Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXC,Exelon Corporation,USD,New York Stock Exchange,NYSE,America/New_York
EXEL,"Exelixis, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXFO,Exfo Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXK,Endeavour Silver Corp,USD,New York Stock Exchange,NYSE,America/New_York
EXLS,"ExlService Holdings, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXP,"Eagle Materials, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EXPD,Expeditors International of Washington,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXPE,Expedia Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXPI,eXp World Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXPO,"Exponent, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EXPR,"Express, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EXR,"Extra Space Storage, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
EXTN,Exterran Corp,USD,New York Stock Exchange,NYSE,America/New_York
EXTR,"Extreme Networks, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EYE,National Vision Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EYEG,Eyegate Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EYEN,Eyenovia Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EYES,Second Sight Medical Products Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EYPT,Eyepoint Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EZPW,EZCORP Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
EZT,Entergy Texas Inc,USD,New York Stock Exchange,NYSE,America/New_York
F,Ford Motor Company,USD,New York Stock Exchange,NYSE,America/New_York
FAAR,1ST TR EXCHANGE/ALT ABSOLUTE RETURN,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FAB,1ST TR MULTI CA/SHS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FAD,1ST TR MULTI CA/COM SHS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FAF,First American Financial Corp,USD,New York Stock Exchange,NYSE,America/New_York
FALN,ISHARES TR/FALLEN ANGELS USD B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FAMI,Farmmi Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FANG,Diamondback Energy Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FANH,Fanhua Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FARM,Farmer Bros Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FARO,"FARO Technologies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FAST,Fastenal Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FAT,FAT Brands Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FATE,Fate Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FB,"Facebook, Inc. Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FBC,Flagstar Bancorp Inc,USD,New York Stock Exchange,NYSE,America/New_York
FBHS,Fortune Brands Home & Security Inc,USD,New York Stock Exchange,NYSE,America/New_York
FBIO,Fortress Biotech,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FBIOP,FORTRES 9 375 SRS A CUM RED PREP PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FBIZ,First Business Financial Services Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FBK,FB Financial Corp,USD,New York Stock Exchange,NYSE,America/New_York
FBM,Foundation Building Materials Inc,USD,New York Stock Exchange,NYSE,America/New_York
FBMS,First Bancshares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FBNC,First Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FBP,First Bancorp,USD,New York Stock Exchange,NYSE,America/New_York
FBSS,"Fauquier Bankshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FBZ,1ST TR EXCHANGE/BRAZIL ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FC,Franklin Covey Co.,USD,New York Stock Exchange,NYSE,America/New_York
FCA,1ST TR EXCHANGE/CHINA ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCAL,1ST TR EXCHANGE/CALIF MUN HIGH IN E,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCAN,1ST TR EXCHANGE/CA ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCAP,"First Capital, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCAU,Fiat Chrysler Automobiles NV,USD,New York Stock Exchange,NYSE,America/New_York
FCBC,First Community Bankshares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCBP,First Choice Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCCO,First Community Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCCY,1st Constitution Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCEF,1ST TR EXCHANGE/CEF IN OPPTY ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCEL,FuelCell Energy Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCF,First Commonwealth Financial,USD,New York Stock Exchange,NYSE,America/New_York
FCFS,FirstCash Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCN,"FTI Consulting, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
FCNCA,First Citizens BancShares Inc. Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCPT,Four Corners Property Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York
FCSC,Fibrocell Science Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCVT,1ST TR EXCHANGE/SSI STRATEGIC CONV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FCX,Freeport-McMoRan Inc,USD,New York Stock Exchange,NYSE,America/New_York
FDBC,Fidelity D&D Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FDC,First Data Corp,USD,New York Stock Exchange,NYSE,America/New_York
FDEF,First Defiance Financial,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FDIV,1ST TR EXCHANGE/STRATEGIC IN ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FDP,Fresh Del Monte Produce Inc,USD,New York Stock Exchange,NYSE,America/New_York
FDS,FactSet Research Systems Inc.,USD,New York Stock Exchange,NYSE,America/New_York
FDT,1ST TR EXCHANGE/DEV MKTS EX US ALPH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FDTS,1ST TR EXCHANGE/DEVELOPED MKTS EX-U,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FDUS,Fidus Investment Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FDUSZ,FIDUS INVESTMENT 6 NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
